,name,slider,flags,opposites,introduce,cancel,raise,lower,department,prereqs,mincost,maxcost,costfunction,cost multiplier,implementation,minincome,maxincome,incomefunction,incomemultiplier,nationalisation GDP percentage,,,,,,,,,,,,,,,,,,
#,SocialCare,default,,,5,16,5,12,WELFARE,,100,2140,0+(1.0*x),"_default_,1.0;Lifespan,0.14*(x^4)",4,0,0,0+(1.0*x),,,#Effects,"Retired,0.05+(0.10*x)","Retired_income_fixed,500+(5000*x)","Socialist,0.02+(0.07*x)","Capitalist,-0.03-(0.07*x)","Unemployment,0-(0.02*x)","HealthcareDemand,-0.03-(0.03*x)","Health,0.02+(0.04*x),4","MentalHealth,0.01+(0.05*x),4",,,,,,,,,
#,SocialJusticeFoundation,default,,,2,6,2,2,PUBLICSERVICES,,7.5,25,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"_global_liberalism,0.01+(0.02*x),16",,,,,,,,,,,,,,,,
#,SpaceProgram,spaceprogram,,,24,26,21,12,ECONOMY,,250,975,0+(1.0*x),,16,0,0,0+(1.0*x),,,#Effects,"Patriot,0.05+(0.15*x)","Patriot_freq,0.05+(0.15*x)","Unemployment,-0.02-(0.05*x)","StateEmployees,0.035+(0.075*x)","Technology,0+(0.11*x),16","Religious_freq,-0.02-(0.06*x),20","InternetSpeed,0.20*(x^3),8",,,,,,,,,,
#,SpeedCameras,speedcameras,,,31,10,11,6,LAWANDORDER,,0.25,2,0+(1.0*x),,5,2.875,52.6125,0+(1.0*x),,,#Effects,"Motorist_income_fixed,0.00-(500*x)","Parents,0.01+(0.03*x)","Health,0.01+(0.015*x),4","Motorist,-0.02-(0.08*x)",,,,,,,,,,,,,
#,StampOutRacismWeek,default,,,8,12,1,1,PUBLICSERVICES,,5,20,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"RacialTension,0-(0.03*x),8","_global_liberalism,0+(0.04*x),16",,,,,,,,,,,,,,,
#,StateAirline,default,,Closeairportscompletely,11,18,8,10,TRANSPORT,,-50,100,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.02-(0.05*x)","Socialist,0.02+(0.05*x)","_global_socialism,0.01+(0.03*x),5","AirTravel,0.08*x^3),2","Tourism,0.07*(x^3),4","Patriot_freq,0.04*(x^3),4","WorkerProductivity,0.03*(x^6)","Corruption,0.03*(x^8),8",,,,,,,,,
#,StateBroadcaster,default,,,12,20,8,8,PUBLICSERVICES,,33.25,315,0+(1.0*x),,4,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.02-(0.05*x)","Socialist,0.02+(0.05*x)","Education,0.01+(0.012*x),12","Unemployment,0-(0.01*x)","ForeignRelations,0.02+(0.06*x),4",,,,,,,,,,,,
#,StateEnergy,default,NATIONALISATION,,11,21,7,14,ECONOMY,,-500,2500,0+(1.0*x),"_default_,1.0;Population,-0.05+(0.1*x);Wages,-0.05+(0.1*x);EnergyEfficiency,0.06-(0.12*x)",12,0,0,0+(1.0*x),,0.028,#Effects,"PrivateEnergy,-2.0-(0*x)","Capitalist,-0.12*(x^4)","Socialist,0.12*(x^4)","TradeUnionist,-0.02+(0.08*x)","TradeUnionist_freq,0.01+(0.05*x)","Unemployment,0-(0.03*x)","PovertyRate,-0.08*(x^6)+0.02","_global_socialism,-0.01+(0.07*x),5","StateEmployees_freq,0+(0.02*x)","WorkerProductivity,0.05*(x^6)","Corruption,0.03*(x^8),8",,,,,,
#,StateHealthService,healthservice,,,38,52,21,31,PUBLICSERVICES,,-1000,9000,0+(1.0*x),"_default_,0.59;Environment,0.2-(0.1*x);Wages,-0.1+(0.2*x);HealthcareDemand,0+(0.4*x)",12,0,0,0+(1.0*x),,,#Effects,"Poor,-0.02+(0.21*x)","Capitalist,-0.02-(0.10*x)","Wealthy,0.00-(0.10*x)","Socialist,-0.01+(0.16*x)","Health,0.3*(x^0.6)-0.05,4","Retired,0.00+(0.16*x)","Unemployment,0.02-(0.34*x)","StateEmployees,0.00+(0.22*x)","StateEmployees_freq,-0.02+(0.25*x)","StateEmployees_income_fixed,-150+(5350*x)","_global_socialism,-.02+(0.072*x),4","HospitalOvercrowding,0.05-(0.5*x),2","PovertyRate,-0.08*(x^6)",,,,
#,StateHousing,default,,,13,18,9,9,WELFARE,,-150,1100,0+(1.0*x),,16,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.02-(0.1*x)","Poor,0.05+(0.05*x)","Equality,0.03+(0.21*x)","Socialist,0+(0.20*x)","PovertyRate,0-(0.17*x)","_LowIncome,0+(0.17*x)","_global_socialism,0.015+(0.02*x),12","_MiddleIncome,0.08*(x^2)",,,,,,,,,
#,StatePensions,default,,,19,49,10,31,WELFARE,,850,9250,0+(1.0*x),"_default_,1.0;RetirementAge,0.24-(0.48*x);Lifespan,0.14*(x^4)",2,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.02-(0.1*x)","Socialist,0.02+(0.1*x)","Retired,0.1+(0.5*x)","Poor,0+(0.19*x)","PovertyRate,0-(0.2*x)","Retired_income_fixed,2000+(18000*x)","_global_socialism,0.02+(0.02*x),12","Retired_freq,0+(0.09*x),8",,,,,,,,,
#,StatePostService,default,,,12,20,8,11,PUBLICSERVICES,,-45,90,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.02-(0.05*x)","Socialist,0.02+(0.05*x)","_global_socialism,0.01+(0.03*x),5","Unemployment,-0.04*(x^3)","WorkerProductivity,0.05*(x^6)","StateEmployees_freq,0+(0.03*x)",,,,,,,,,,,
#,StateRail,default,NATIONALISATION,,11,21,7,14,TRANSPORT,,-600,3200,0+(1.0*x),"_default_,1.0;Population,-0.05+(0.1*x);Wages,-0.05+(0.1*x)",24,0,0,0+(1.0*x),,0.005,#Effects,"PrivateRail,-2.0-(0*x)","Capitalist,-0.12*(x^4)","TradeUnionist,-0.02+(0.08*x)","TradeUnionist_freq,-0.02+(0.06*x)","Unemployment,0.01-(0.12*x)","PovertyRate,-0.04*(x^6)+0.01","Commuter_income_fixed,5000*(x^4)*RailUsage","Commuter_freq,0.02+(0.14*x),4","_global_socialism,-0.02+(0.06*x),5","StateEmployees_freq,0+(0.08*x)","RailUsage,0.18*(x^6)-0.02,4","WorkerProductivity,0.05*(x^6)","Corruption,0.03*(x^8),8",,,,
#,StateSchools,stateschools,,,30,42,21,25,PUBLICSERVICES,,500,5400,0+(1.0*x),"_default_,1.0;Wages,-0.1+(0.2*x)",12,0,0,0+(1.0*x),,,#Effects,"Poor,0.04+(0.11*x)","Socialist,0.00+(0.18*x)","Education,0.35*(x^0.6),12","PovertyRate,-0.02-(0.16*x)","StateEmployees,0.00+(0.14*x)","Unemployment,0-(0.39*x)","StateEmployees_freq,0+(0.29*x)","StateEmployees_income_fixed,0+(6500*x)","_global_socialism,0+(0.03*x),12","Parents_freq,0+(0.025*x),8","Capitalist,0.00-(0.10*x)","Corruption,0.03*(x^8),8",,,,,
#,StateTelecoms,default,NATIONALISATION,,11,21,7,14,ECONOMY,,-190,750,0+(1.0*x),"_default_,1.0;Population,-0.05+(0.1*x);Wages,-0.05+(0.1*x)",12,0,0,0+(1.0*x),,0.047,#Effects,"PrivateTelecoms,-2.0-(0*x)","Capitalist,-0.12*(x^4)","TradeUnionist,-0.01+(0.07*x)","TradeUnionist_freq,-0.01+(0.05*x)","Unemployment,0.01-(0.03*x)","PovertyRate,-0.02*(x^6)","_global_socialism,0+(0.04*x),5","StateEmployees_freq,0+(0.01*x)","InternetSpeed,0.08*(x^4),8","Corruption,0.03*(x^8),8",,,,,,,
#,StateWater,default,NATIONALISATION,,11,21,7,14,PUBLICSERVICES,,-95,900,0+(1.0*x),"_default_,1.0;Population,-0.05+(0.1*x);Wages,-0.05+(0.1*x)",12,0,0,0+(1.0*x),,0.006,#Effects,"PrivateWater,-2.0-(0*x)","Capitalist,-0.12*(x^4)","TradeUnionist,0+(0.06*x)","TradeUnionist_freq,0+(0.04*x)","Unemployment,0-(0.01*x)","PovertyRate,-0.04*(x^6)","_global_socialism,0+(0.04*x),5","StateEmployees_freq,0+(0.01*x)","Watershortage,-0.12*(x^6)-0.02","Corruption,0.03*(x^8),8",,,,,,,
#,StemCells,default,,,22,22,12,9,PUBLICSERVICES,,10,80,0+(1.0*x),,4,0,0,0+(1.0*x),,,#Effects,"GDP,0.02+(0.03*x),22","Religious,-0.05-(0.03*x)","Conservatives,-0.02-(0.04*x)","Health,0.01+(0.02*x),16","Technology,0.01+(0.04*x)",,,,,,,,,,,,
#,SyntheticMeatResearchGrants,default,,,23,18,20,19,WELFARE,,22.5,325,0+(1.0*x),"_default_,1.0;StemCells,-0.3*(x^0.8)",12,0,0,0+(1.0*x),,,#Effects,"FoodPrice,-0.1-(0.08*x),12","Farmers,-0.18-(0.20*x)","Farmers_income,-0.0-(0.16*x),14","Farmers_freq,-0.05-(0.16*x),8","Environmentalist,0.02+(0.04*x)","Watershortage,-0.03-(0.05*x),16","Veganism,0+(0.07*x)",,,,,,,,,,
#,Tasers,tasers,,,25,6,3,3,LAWANDORDER,,15,30,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.08-(0.08*x)","CrimeRate,-0.03*(x^0.8)-0.02,6","ViolentCrimeRate,-0.03*(x^0.8)-0.06,4","_security_,0.015+(0.02*x)",,,,,,,,,,,,,
#,TaxShelters,default,,,13,18,8,8,ECONOMY,,25,100,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Wealthy,0.20+(0.30*x)","Socialist,-0.20-(0.40*x)","Equality,-0.10-(0.30*x),4","Capitalist,0+(0.14*x)","_HighIncome,0+(0.10*x)","GDP,0+(0.06*x),8","ForeignRelations,-0.08*(x^3)",,,,,,,,,,
#,TearGas,default,,,22,9,7,3,LAWANDORDER,,12.5,25,0+(1.0*x),,0,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.15-(0.05*x)","InnerCityRiots,-0.07-(0.07*x)","ClassWarfare,-0.08-(0.08*x)","RaceRiots,-0.07-(0.07*x)","LudditeRiots,-0.10-(0.1*x)","EnvironmentalProtests,-0.10-(0.1*x)","_percept_compassion,-0.03-(0.07*x)",,,,,,,,,,
#,TechnologyColleges,default,,,10,16,7,8,PUBLICSERVICES,,60,330,0+(1.0*x),,4,0,0,0+(1.0*x),,,#Effects,"Education,0.01+(0.06*x),12","Technology,0.02+(0.11*x),12","StateEmployees,0.00+(0.05*x)","StateEmployees_freq,0+(0.04*x)",,,,,,,,,,,,,
#,TechnologyGrants,default,,,10,18,7,8,ECONOMY,,112.5,1150,0+(1.0*x),"GDP,0.25+(0.75*x)",2,0,0,0+(1.0*x),,,#Effects,"Unemployment,0.00-(0.05*x),6","Technology,0.02+(0.1*x),12","GDP,0.0+(0.02*x),16","WorkerProductivity,0.00+(0.07*x),8","Capitalist,0.03+(0.08*x)","Religious_freq,-0.08-(0.12*x),32",,,,,,,,,,,
#,TelecommutingInitiative,default,,,2,6,0,3,TRANSPORT,,27.5,225,0+(1.0*x),"GDP,0.4+(0.6*x)",1,0,0,0+(1.0*x),,,#Effects,"Commuter,0.05+(0.15*x)","Commuter_freq,-0.05-(0.1*x),4","CarUsage,-0.05-(0.1*x),4","Parents,0.07+(0.07*x)","TradeUnionist,0.05+(0.05*x)","WorkerProductivity,0.04*(x^3),2",,,,,,,,,,,
#,TobaccoAwarenessCampaign,default,,,2,2,1,1,WELFARE,,6.25,20,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"TobaccoUse,0-(0.1*x),12",,,,,,,,,,,,,,,,
#,TobaccoTax,tax,,,39,20,32,12,TAX,,0,0,0+(1.0*x),,1,28.75,2104.5,0+(1.0*x),"TobaccoUse,0+(1.0*x)",,#Effects,"_All_,-0.4*(TobaccoUse*x)","PovertyRate,0.23*(TobaccoUse*x)","Equality,-0.1*(TobaccoUse*x)","TobaccoUse,0-(0.8*x),8",,,,,,,,,,,,,
#,TollRoads,default,,,25,13,12,8,TRANSPORT,,0,0,0+(1.0*x),,12,2.875,35.075,0+(1.0*x),"CarUsage,0+(1.0*x)",,#Effects,"Motorist,0.00-(0.25*x)","Commuter,0.10+(0.05*x)","Capitalist,0.15+(0.11*x)","CarUsage,0.00-(0.05*x)","TrafficCongestion,0-(0.12*x)","Equality,0-(0.02*x)","Motorist_income_fixed,-200-(1600*x)",,,,,,,,,,
#,TortureUsageBySecretServices,torturedevices,,,40,10,12,12,LAWANDORDER,,7.5,25,0+(1.0*x),,4,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.10+(x^2)*-0.2","ForeignRelations,-0.02+(x^2)*-0.09","_Terrorism,-0.02+(x^2)*-0.10,4","Patriot,0.02+(x^0.5)*0.06","Conservatives,0.03+(x^0.5)*0.03","Organised Crime,-0.01+(x^4)*-0.12,2","ViolentCrimeRate,-0.08*(x^4),2","_global_liberalism,-0.16*(x^2)-0.06,4","_security_,0.04+(0.07*x)",,,,,,,,
#,TourismAdCampaign,default,,,2,2,1,1,FOREIGNPOLICY,,10,27.5,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Tourism,0+(0.08*x),4","ForeignRelations,0+(0.04*x),4",,,,,,,,,,,,,,,
#,TradeCouncil,default,,,2,4,2,2,ECONOMY,,7.5,27.5,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"InternationalTrade,0.01+(0.03*x),8","ForeignRelations,0+(0.04*x),8",,,,,,,,,,,,,,,
#,Tradeunionbansatcompanies,unionban,,GovernmentSubsidiesForUnions,32,13,18,18,ECONOMY,,0,0,0+(1.0*x),,4,0,0,0+(1.0*x),,,#Effects,"TradeUnionist,-0.04-(0.32*x)","Capitalist,0.02+(0.07*x)","WorkerProductivity,0.01+(0.07*x),4","_global_socialism,0+(x*-0.10),8","TradeUnionist_freq,-0.1-(x*0.98)^2,4","WorkingWeek,0.12*(x^2),4","Wages,0-(0.07*x),4",,,,,,,,,,
#,UnemployedBenefit,default,,,25,27,16,14,WELFARE,,125,1360,0+(1.0*x),"Unemployment,0.05+(0.95*x)",1,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.01-(0.08*x)","Unemployment,0+(0.1*x),8","Poor,0.1+(0.3*x)","Socialist,0+(0.13*x)","PovertyRate,0-(0.12*x)","_LowIncome_fixed,500+(7500*x)*Unemployment","_global_socialism,0.01+(0.06*x),2",,,,,,,,,,
#,UniversalBasicIncome,default,,,30,22,9,30,WELFARE,,5100,18000,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.1-(0.2*x)","Socialist,0.12+(0.12*x)","PovertyRate,-0.1-(0.3*x),2",,"Wages,0.1+(0.1*x)","_global_socialism,0+(0.10*x),5","_All__income_fixed,4000+(10000*x)","Bureaucracy,-0.01-(0.02*x)",,,,,,,,,
#,UniversityGrants,universitygrants,,,13,22,8,12,PUBLICSERVICES,,50,650,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Education,0.00+(0.23*x),16","StateEmployees,0.00+(0.18*x)","Parents,0.02+(0.02*x)","Young,0.04+(0.17*x)","Young_income_fixed,500+(2100*x)","_global_socialism,0.02+(0.05*x),2","StateEmployees_freq,0+(0.13*x)","Unemployment,0-(0.18*x)",,,,,,,,,
#,VerticalFarmSubsidies,default,,,16,23,13,13,ECONOMY,,100,450,0+(1.0*x),,6,0,0,0+(1.0*x),,,#Effects,"Unemployment,0.00-(0.09*x),3","Farmers,0.05+(0.25*x)","Farmers_freq,0.01+(0.05*x),3","Farmers_income,0+(0.10*x),6","FoodPrice,-0.1-(0.08*x),6","TrafficCongestion,0-(0.04*x),8","Capitalist,-0.02-(0.02*x)","Watershortage,-0.05-(0.07*x)^2,8",,,,,,,,,
#,WaterCannon,default,,,22,9,7,3,LAWANDORDER,,50,125,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.20-(0.07*x)","InnerCityRiots,-0.12-(0.14*x)","ClassWarfare,-0.08-(0.08*x)","RaceRiots,-0.09-(0.09*x)","LudditeRiots,-0.12-(0.12*x)","EnvironmentalProtests,-0.10-(0.1*x)","_percept_compassion,-0.03-(0.07*x)",,,,,,,,,,
#,WelfareFraudDept,welfarefraud,,,4,7,3,3,WELFARE,,30,38.75,0+(1.0*x),,3,28.75,200,0+(1.0*x),"ChildBenefit,0+(0.25*x);DisabilityBenefit,0+(0.25*x);StateHousing,0+(0.25*x);UnemployedBenefit,0+(0.25*x)",,#Effects,"Poor,-0.03-(0.06*x)","Conservatives,0.05+(0.07*x)","MiddleIncome,0.03+(0.06*x)","Bureaucracy,0.02+(0.02*x)",,,,,,,,,,,,,
#,WinterFuelSubsidy,default,,,9,30,3,10,WELFARE,,125,500,0+(1.0*x),"Retired_perc,0+(1.0*x)",1,0,0,0+(1.0*x),,,#Effects,"Health,0.02+(0.02*x),2","Retired,0.1+(0.15*x)","PovertyRate,-0.02-(0.06*x)","Environmentalist,-0.02-(0.03*x)","Retired_freq,0+(0.04*x)","EnergyEfficiency,0-(0.08*x)","Retired_income_fixed,100+(450*x)",,,,,,,,,,
#,WitnessProtectionProgram,default,,,2,10,1,1,LAWANDORDER,,10,40,0+(1.0*x),,4,0,0,0+(1.0*x),,,#Effects,"ViolentCrimeRate,-0.08*(x^0.8)","Organised Crime,0-(0.1*x),12",,,,,,,,,,,,,,,
#,WorkersOnBoards,default,,,12,12,8,10,ECONOMY,,0,0,0+(1.0*x),,0,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.05-(0.12*x)","Socialist,0.07+(0.16*x)","TradeUnionist,0.10+(0.15*x)","TradeUnionist_freq,0.05+(0.15*x),4","WorkingWeek,-0.04-(0.06*x),4","WorkerProductivity,-0.02-(0.04*x)","_global_socialism,0.02+(0.04*x),8","ForeignInvestment,-0.03-(0.1*x),4",,,,,,,,,
#,WorkSafetyLaw,default,,,4,7,1,1,ECONOMY,,2.5,13.75,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"TradeUnionist,0.04+(0.06*x)","TradeUnionist_freq,0.02+(0.02*x)","SelfEmployed,-0.05-(0.08*x)","SelfEmployed_freq,-0.02-(0.08*x)","WorkerProductivity,-0.01-(0.02*x),4","Health,0.01+(0.02*x),4",,,,,,,,,,,
#,YoungEntrepreneurScheme,default,,,6,6,4,4,ECONOMY,,5,20,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Capitalist,0.03+(0.03*x)","Young,0+(0.04*x)","_global_socialism,0-(0.07*x),24",,,,,,,,,,,,,,
#,YouthClubSubsidies,default,,,9,15,4,8,PUBLICSERVICES,,3,55,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Parents,0.06+(0.05*x)","Socialist,0.04+(0.02*x)","CrimeRate,-0.02*(x^0.75)-0.03,12","Young,0.03+(0.08*x)","Young_income_fixed,20+(140*x)","CyberBullying,-0.05-(0.08*x),4","StreetGangs,-0.05*(x^2),4","SocialMediaAddiction,-0.01-(0.03*x),2",,,,,,,,,
#,YouthPoliticsCouncil,default,,,2,3,1,1,PUBLICSERVICES,,10,30,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Young,0.01+(0.04*x)",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,SolidarityTax,default,,,35,11,20,11,TAX,_prereq_germany,0,0,0+(1.0*x),,1,500,3000,0+(1.0*x),"GDP,0.2+(0.8*x)",,#Effects,"Socialist,0+(0.04*x)","Capitalist,0-(0.04*x)","Equality,0+(0.03*x),4","MiddleIncome,-0.13*(x^1.37)","Wealthy,-0.07-(x^2)","_LowIncome,-0.03-(x^2)*0.02","_MiddleIncome,0-(0.04*x)","_HighIncome,0-(0.05*x)","GDP,-0.04*(x^5),1",,,,,,,,
#,CitizenshipForSale,citizenshipforsale,,,14,1,7,1,FOREIGNPOLICY,,0,0,0+(1.0*x),,1,10,40,0+(1.0*x),,,#Effects,"Wealthy,0.03+(0.03*x)","Capitalist,0.03+(0.03*x)","Socialist,-0.04-(0.05*x)","Immigration,0.01+(0.01*x),8","GDP,0+(0.01*x),8","Capitalist_freq,0.01+(0.01*x),8","Corruption,0.06*(x^2)",,,,,,,,,,
#,ImmigrationRules,immigrationrules,UNCANCELLABLE,,0,0,11,11,FOREIGNPOLICY,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.06+(0.12*x)","Patriot,0.12-(0.24*x)","EthnicMinorities,-0.12+(0.24*x)","ForeignRelations,-0.18+(0.32*x),2",,,,,,,,,,,,,
#,RefugeePolicy,refugeepolicy,UNCANCELLABLE,,0,0,11,11,FOREIGNPOLICY,,10,50,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"ImmigrationDemand,0.19*(x^1.25),6","Liberal,0+(0.06*x)","Patriot,-0.12*(x^1.4)","EthnicMinorities,0.+(0.15*x)","ForeignRelations,0+(0.15*x),2","_percept_compassion,-0.05+(0.10*x)",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,banwomendriving,default,,,30,25,9,7,TRANSPORT,,3,9,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Religious,0.05*(x^2)","Liberal,-0.34-(0.2*x)","Conservatives,0.1+(0.04*x)","_global_liberalism,-0.15*(x^1.2),4","GenderEquality,-0.4-(0.3*x)","CarUsage,-0.04-(0.06*x)","Motorist_freq,-0.2-(0.3*x)","Tourism,-0.09*(x^0.8),2",,,,,,,,,
#,religioustax,default,,,22,8,11,4,TAX,,5,5,0+(1.0*x),,1,50,3000,0+(1.0*x),"GDP,0.5+(0.5*x)",,#Effects,"Religious,0+(0.11*x)",,"Liberal,0-(0.12*x)","Corruption,0.06*(x^2)","Socialist,0.02*(x^3)","Capitalist,0-(0.05*x)","Equality,0+(0.03*x),4","MiddleIncome,-0.13*(x^1.37)","Wealthy,0-(x^11)*0.1","_LowIncome,-0.03-(x^2)*0.1","_MiddleIncome,0-(0.02*x)","_HighIncome,0-(0.03*x)","GDP,-0.02*(x^5),1","Education,0+(0.02*x),12","Health,0+(0.01*x),2","ForeignRelations,0+(0.01*x),4","PovertyRate,0-(0.01*x)"
#,religiousbanknotes,default,,,14,8,4,4,TAX,,0,0,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Religious,0+(0.07*x)","Liberal,0-(0.05*x)",,,,,,,,,,,,,,,
#,statereligion,default,,,14,10,6,6,LAWANDORDER,,2,5,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Religious,0+(0.09*x)","Liberal,-0.12*(x^2)","Religious_freq,0.03+(0.03*x),12","Democracy,-0.05*(x^2)","_global_liberalism,-0.01-(0.02*x),8",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,desalination,default,,,6,6,3,3,PUBLICSERVICES,,40,195,0+(1.0*x),"Population,0.8+(0.2*x)",8,0,0,0+(1.0*x),,,#Effects,"Watershortage,-0.25*(x^0.88)-0.02,4","EnergyEfficiency,-0.02-(0.03*x)",,,,,,,,,,,,,,,
#,watermeters,default,,,6,7,4,4,PUBLICSERVICES,,20,150,0+(1.0*x),,8,0,0,0+(1.0*x),,,#Effects,"Watershortage,-0.21*(x^1.1)-0.03,4","Environmentalist,0.02+(0.04*x)","Environment,0.01+(0.02*x),8",,,,,,,,,,,,,,
#,plasticstax,default,,,9,11,8,3,TAX,,0,0,0+(1.0*x),,1,100,1000,0+(1.0*x),"GDP,0.3+(0.7*x)",,#Effects,"Environmentalist,0.02+(0.06*x)","Environment,0.02+(0.04*x),16","OilDemand,-0.01-(0.02*x),12","GDP,-0.01-(0.025*x)","_All__income_fixed,-20-(200*x)",,,,,,,,,,,,
#,packagingtax,default,,,9,11,8,3,TAX,,0,0,0+(1.0*x),,1,85,850,0+(1.0*x),"GDP,0.3+(0.7*x)",,#Effects,"Environmentalist,0.03+(0.06*x)","Environment,0.01+(0.02*x),8","GDP,-0.01-(0.02*x)","_All__income_fixed,-17-(170*x)",,,,,,,,,,,,,
#,unexplainedwealth,default,,,10,14,3,3,LAWANDORDER,,2,4,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.02-(0.08*x)","Organised Crime,-0.04-(0.10*x),5","Corruption,-0.03-(0.08*x),8","TaxEvasion,-0.05-(0.08*x),4",,,,,,,,,,,,,
#,competitionlaw,competitionlaw,UNCANCELLABLE,,8,10,4,2,ECONOMY,,2,4,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"SelfEmployed,-0.12+(0.24*x),2","Capitalist,0.07-(0.14*x),2","ForeignInvestment,0.06-(0.12*x),4","SelfEmployed_freq,-0.03+(0.06*x),12",,,,,,,,,,,,,
#,bordernavy,default,,,12,12,6,9,FOREIGNPOLICY,_prereq_has_coast,60,600,0+(1.0*x),,12,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.15-(0.08*x)","Patriot,0.15+(0.16*x)","ForeignRelations,-0.06-(0.06*x),2","IllegalImmigration,-0.18-(x^3)*0.42","EthnicMinorities,-0.2-(0.16*x)","_percept_compassion,-0.02-(0.03*x)",,,,,,,,,,,
#,NuclearWeapons,nukes,,,60,40,30,30,FOREIGNPOLICY,,125,500,0+(1.0*x),,12,0,0,0+(1.0*x),,,#Effects,"Patriot,0.06+(0.03*x)","Liberal,-0.03-(0.03*x)","Technology,0.02+(0.02*x),4","_percept_strength,0.05+(0.3*x)","Environmentalist,-0.05-(0.09*x)",,,,,,,,,,,,
#,co2campaign,default,,,6,6,2,2,PUBLICSERVICES,,6.25,20,0+(1.0*x),,2,0,0,0+(1.0*x),,,#Effects,"Environmentalist,0.01+(0.03*x)","Environmentalist_freq,0.03+(0.06*x),16","CO2Emissions,-0.02-(0.02*x),16","Veganism,0+(0.03*x),16","CarUsage,-0.01-(0.03*x),16",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,banalcohol,default,,,30,20,15,11,PUBLICSERVICES,,5,12,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.28*(x^1.6)-0.09","AlcoholConsumption,-0.96*(x^5.1),2","Tourism,-0.5*(x^3.1),4","_global_liberalism,-0.02-(0.04*x),8",,,,,,,,,,,,,
#,bantobacco,default,,,20,15,12,9,PUBLICSERVICES,,4,10,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.25*(x^1.6)-0.07","TobaccoUse,-0.96*(x^5.1),2","_global_liberalism,-0.02-(0.04*x),8",,,,,,,,,,,,,,
#,bancrypto,default,,,11,7,4,4,TAX,,2,4,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Liberal,-0.07-(0.06*x)","InternetCurrencyAdoption,-0.25-(0.75*x)","_global_liberalism,-0.01-(0.02*x),8",,,,,,,,,,,,,,
#,workersdividend,default,,,22,15,14,11,ECONOMY,,4,6,0+(1.0*x),,1,0,0,0+(1.0*x),,,#Effects,"Capitalist,-0.14-(x*0.1)","Socialist,0.14+(0.16*x)","_global_socialism,0.08+(0.12*x),16","SelfEmployed,-0.08-(0.12*x)","_LowIncome,0.05+(x*0.15),4","_HighIncome,-0.05-(0.08*x),4","TradeUnionist,0.1+(0.12*x)","ForeignInvestment,-0.06-(0.13*x),4","GeneralStrike,-0.10-(0.20*x),4","TeachersStrike,-0.10-(0.20*x),4","DoctorsStrike,-0.10-(0.20*x),4","Rail Strike,-0.10-(0.20*x),4","CorporateExodus,0.06+(0.14*x),4",,,,
